0	12
13	12
13	41
42	135
136	172
173	239
240	259
260	310
311	355
356	428
429	461
462	537
538	600
601	621
622	655
656	707
708	735
736	867
868	931
932	957
958	974
975	1015
1016	1044
1045	1111
1112	1163
1164	1197
1198	1246
1247	1297
1298	1341
1342	1356
1357	1395
1396	1423
1424	1452
1453	1476
1477	1505
1506	1597
1598	1626
1627	1679
1680	1735
1736	1751
1752	1864
1865	1912
1913	1984
1985	2008
2009	2046
2047	2137
2138	2208
2209	2252
2253	2388
2389	2407
2408	2430
2431	2474
2475	2610
2611	2632
2633	2657
2658	2682
2683	2726
2727	2763
2764	2830
2831	2862
2863	3062
3063	3109
3110	3194
3195	3216
3217	3244
3245	3277
3278	3329
3330	3368
3369	3457
3458	3531
3532	3567
3568	3594
3595	3655
3656	3718
3719	3769
3770	3849
3850	3938
3939	3975
3976	4000
4001	4012
4013	4063
4064	4175
4176	4237
4238	4331
4332	4368
4369	4433
4434	4539
4540	4587
4588	4691
4692	4776
4777	4848
4849	4877
4878	4909
4910	5257
5258	5405
5406	5448
5449	5550
5551	5780
5781	5808
5809	5844
5845	5862
5863	5957
5958	6040
6041	6068
6069	6107
6108	6300
6301	6372
6373	6507
6508	6553
6554	6585
6586	6684
6685	6729
6730	6823
6824	6880
6881	6942
6943	6970
6971	7090
7091	7129
7130	7378
7379	7486
7487	7628
7629	7718
7719	7752
7753	7890
7891	8037
8038	8084
8085	8096
8097	8183
8184	8191
8192	8229
8230	8304
8305	8356
8357	8443
8444	8487
8488	8691
8692	8803
8804	8824
8825	8870
8871	8890
8891	8927
8928	8971
8972	9008
9009	9045
9046	9063
9064	9100
9101	9173
9174	9207
9208	9220
9221	9340
9341	9433
9434	9503
9504	9556
9557	9597
9598	9633
9634	9661
9662	9688
9689	9721
9722	9751
9752	9784
9785	9831
9832	9909
9910	10061
10062	10107
10108	10155
10156	10337
10338	10368
10369	10391
10392	10450
10451	10571
10572	10618
10619	10653
10654	10674
10675	10698
10699	10712
10713	10749
10750	10878
10879	10948
10949	11009
11010	11081
11082	11142
11143	11226
11227	11337
11338	11349
11350	11387
11388	11417
11418	11472
11473	11575
11576	11701
11702	11823
11824	11944
11945	12015
12016	12137
12138	12178
12179	12371
12372	12410
12411	12469
12470	12652
12653	12700
12701	12726
12727	12785
12786	12864
12865	12964
12965	13277
13278	13379
13380	13643
13644	13670
13671	13711
13712	13892
13893	13943
13944	13972
13973	14010
14011	14041
14042	14066
14067	14100
14101	14531
14532	14618
14619	14739
14740	14867
14868	14917
14918	14945
14946	15008
15009	15079
15080	15094
15095	15122
15123	15191
15192	15318
15319	15470
15471	15569
15570	15667
15668	15751
15752	15837
15838	15935
15936	15997
15998	16026
16027	16069
16070	16116
16117	16471
16472	16595
16596	16723
16724	16813
16814	16954
16955	16977
16978	17016
17017	17047
17048	17076
17077	17094
17095	17120
17121	17217
17218	17241
17242	17426
17427	17493
17494	17619
17620	17778
17779	17842
17843	17917
17918	18047
18048	18189
18190	18314
18315	18435
18436	18535
18536	18579
18580	18662
18663	18725
18726	18789
18790	18847
18848	18869
18870	19036
19037	19120
19121	19167
19168	19299
19300	19352
19353	19371
19372	19396
19397	19425
19426	19453
19454	19486
19487	19511
19512	19701
