0	57
58	92
93	120
121	136
137	167
168	200
201	225
226	251
252	274
275	315
316	376
377	393
394	421
422	438
439	471
472	500
501	526
527	563
564	578
579	640
641	672
673	714
715	743
744	759
760	780
781	802
803	828
829	848
849	868
869	901
902	934
935	962
963	989
990	1009
1010	1022
1023	1051
1052	1068
1069	1086
1087	1106
1107	1143
1144	1170
1171	1207
1208	1232
1233	1254
1255	1280
1281	1306
1307	1334
1335	1346
1347	1381
1382	1413
1414	1454
1455	1477
1478	1504
1505	1528
1529	1552
1553	1577
1578	1595
1596	1630
1631	1742
1743	1763
1764	1783
1784	1803
1804	1825
1826	1837
1838	1888
1889	1919
1920	1941
1942	1995
1996	2006
2007	2026
2027	2063
2064	2080
2081	2102
2103	2186
2187	2231
2232	2280
2281	2339
2340	2375
2376	2401
2402	2420
2421	2469
2470	2494
2495	2530
2531	2541
2542	2553
2554	2581
2582	2616
2617	2651
2652	2665
2666	2714
2715	2748
2749	2772
2773	2804
2805	2842
2843	2895
2896	2922
2923	2959
2960	2993
2994	3006
3007	3038
3039	3057
3058	3099
3100	3133
3134	3206
3207	3239
3240	3261
3262	3328
3329	3355
3356	3385
3386	3402
3403	3526
3527	3547
3548	3568
3569	3590
3591	3617
3618	3627
3628	3660
3661	3669
3670	3698
3699	3713
3714	3728
3729	3764
3765	3776
3777	3798
3799	3815
3816	3836
3837	3858
3859	3878
3879	3906
3907	3919
3920	3963
3964	4023
4024	4040
4041	4072
4073	4105
4106	4156
4157	4188
4189	4197
4198	4239
4240	4268
4269	4294
4295	4317
4318	4383
4384	4420
4421	4444
4445	4486
4487	4529
4530	4555
4556	4575
4576	4594
4595	4618
4619	4644
4645	4669
4670	4739
4740	4777
4778	4802
4803	4823
4824	4846
4847	4877
4878	4901
4902	4936
4937	4965
4966	4989
4990	5010
5011	5035
5036	5062
5063	5108
5109	5142
5143	5179
5180	5199
5200	5235
5236	5329
5330	5396
5397	5426
5427	5453
5454	5472
5473	5497
5498	5511
5512	5550
5551	5601
5602	5633
5634	5641
5642	5668
5669	5685
5686	5720
5721	5761
5762	5806
5807	5864
5865	5876
5877	5916
5917	5964
5965	6029
6030	6057
6058	6104
6105	6118
6119	6151
6152	6185
6186	6218
6219	6244
6245	6269
6270	6302
6303	6329
6330	6356
6357	6384
6385	6428
6429	6473
6474	6500
6501	6558
6559	6593
6594	6620
6621	6653
6654	6689
6690	6730
6731	6762
6763	6790
6791	6847
6848	6998
6999	7026
7027	7050
7051	7090
7091	7120
7121	7143
7144	7182
7183	7211
7212	7232
7233	7259
7260	7300
7301	7315
7316	7346
7347	7367
7368	7387
7388	7414
7415	7443
7444	7480
7481	7540
7541	7609
7610	7617
7618	7651
7652	7690
7691	7744
7745	7783
7784	7846
7847	7885
7886	7915
7916	7944
7945	7968
7969	8018
8019	8068
8069	8148
8149	8184
8185	8222
8223	8256
8257	8287
8288	8321
8322	8344
8345	8356
8357	8385
8386	8404
8405	8490
8491	8535
8536	8575
8576	8598
8599	8629
8630	8646
8647	8672
8673	8694
8695	8713
8714	8742
8743	8751
8752	8765
8766	8783
8784	8807
8808	8832
8833	8842
8843	8897
8898	8919
8920	9058
9059	9075
9076	9097
9098	9118
9119	9152
9153	9182
9183	9212
9213	9242
9243	9266
9267	9330
9331	9441
9442	9458
9459	9480
9481	9489
9490	9521
9522	9546
9547	9579
9580	9606
9607	9621
9622	9638
9639	9698
9699	9733
9734	9799
9800	9821
9822	9854
9855	9882
9883	9928
9929	9944
9945	9967
9968	10000
10001	10037
10038	10098
10099	10121
10122	10151
10152	10190
10191	10206
10207	10236
10237	10255
10256	10271
10272	10317
10318	10373
10374	10410
10411	10420
10421	10457
10458	10473
10474	10503
10504	10525
10526	10551
10552	10601
10602	10632
10633	10653
10654	10672
10673	10709
10710	10745
10746	10781
10782	10809
10810	10824
10825	10849
10850	10901
10902	10960
10961	10987
10988	11031
11032	11127
11128	11174
11175	11197
11198	11226
11227	11245
11246	11259
11260	11286
11287	11337
11338	11388
11389	11424
11425	11451
11452	11485
11486	11531
11532	11565
11566	11597
11598	11640
11641	11658
11659	11691
11692	11713
11714	11746
11747	11776
11777	11804
11805	11837
11838	11873
11874	11899
11900	11926
11927	11941
11942	11973
11974	12010
12011	12040
12041	12055
12056	12089
12090	12126
12127	12157
12158	12210
12211	12259
12260	12283
12284	12301
12302	12328
12329	12356
12357	12409
12410	12430
12431	12454
12455	12486
12487	12557
12558	12594
12595	12662
12663	12695
12696	12716
12717	12740
12741	12758
12759	12779
12780	12808
12809	12831
12832	12971
12972	12990
12991	13009
13010	13041
13042	13078
13079	13094
13095	13113
13114	13140
13141	13198
13199	13252
13253	13277
13278	13338
13339	13390
13391	13422
13423	13435
13436	13452
13453	13468
13469	13522
13523	13539
13540	13564
13565	13588
13589	13641
13642	13677
13678	13731
13732	13750
13751	13786
13787	13817
13818	13877
13878	13892
13893	13977
13978	13992
13993	14028
14029	14065
14066	14112
14113	14167
14168	14187
14188	14211
14212	14247
14248	14265
14266	14290
14291	14310
14311	14329
14330	14352
14353	14389
14390	14417
14418	14442
14443	14478
14479	14515
14516	14544
14545	14556
14557	14574
14575	14599
14600	14630
14631	14661
14662	14681
14682	14709
14710	14737
14738	14758
14759	14795
14796	14826
14827	14851
14852	14872
14873	14901
14902	14925
14926	14942
14943	14981
14982	15014
15015	15039
15040	15090
15091	15119
15120	15197
15198	15224
15225	15256
15257	15346
15347	15364
15365	15392
15393	15413
15414	15473
15474	15508
15509	15543
15544	15566
15567	15634
15635	15663
15664	15676
15677	15694
15695	15710
15711	15727
15728	15764
15765	15778
15779	15788
15789	15808
15809	15952
15953	15999
16000	16044
16045	16086
