0	14
15	14
15	44
45	74
75	104
105	130
131	157
158	292
293	310
311	338
339	369
370	418
419	507
508	537
538	573
574	595
596	635
636	668
669	684
685	710
711	737
738	787
788	864
865	947
948	984
985	1005
1006	1055
1056	1132
1133	1173
1174	1262
1263	1325
1326	1425
1426	1475
1476	1497
1498	1535
1536	1568
1569	1625
1626	1715
1716	1729
1730	1803
1804	1855
1856	1972
1973	2019
2020	2070
2071	2103
2104	2319
2320	2464
2465	2554
2555	2590
2591	2627
2628	2654
2655	2710
2711	2788
2789	3267
3268	3298
3299	3325
3326	3382
3383	3432
3433	3484
3485	3528
3529	3560
3561	3625
3626	3688
3689	3719
3720	3754
3755	3839
3840	3879
3880	3984
3985	4028
4029	4085
4086	4140
4141	4235
4236	4294
4295	4397
4398	4707
4708	4855
4856	6004
6005	7103
7104	8440
8441	8792
8793	8832
8833	8869
8870	9209
9210	9384
9385	9428
9429	9464
9465	9493
9494	9520
9521	9550
9551	9588
9589	9619
9620	9647
9648	9753
9754	9817
9818	9877
9878	9958
9959	9999
10000	10132
10133	10254
10255	10365
10366	10413
10414	10499
10500	10517
10518	10709
10710	10795
10796	10932
10933	10962
10963	11019
11020	11057
11058	11108
11109	11237
11238	11268
11269	11329
11330	11385
11386	11419
11420	11453
11454	11468
11469	11504
11505	11609
11610	11712
11713	11783
11784	11820
11821	11859
11860	11889
11890	11918
11919	11963
11964	11989
11990	12013
12014	12048
12049	12079
12080	12105
12106	12142
12143	12212
12213	12260
12261	12669
12670	12678
12679	16508
16509	16550
16551	16860
16861	17180
17181	17209
17210	18297
18298	18337
18338	18389
18390	18415
18416	18459
18460	18495
18496	18548
18549	18577
18578	18612
18613	18660
18661	18769
18770	18880
18881	18938
18939	19003
19004	19084
19085	19150
19151	19237
19238	19265
19266	19325
19326	19398
19399	19442
19443	19488
19489	19520
19521	19553
19554	19575
19576	19610
19611	19642
19643	19755
19756	19945
19946	19980
19981	19989
19990	20073
20074	20093
20094	20153
20154	20167
20168	20189
20190	20229
20230	20295
20296	20334
20335	20425
20426	20465
20466	20518
20519	20562
20563	20804
20805	20862
20863	20907
20908	21028
21029	21159
21160	21220
21221	21240
21241	21277
21278	21344
21345	21504
21505	21710
21711	21793
21794	21848
21849	21880
21881	21904
21905	21932
21933	21985
21986	22018
22019	22138
22139	22187
22188	22299
22300	22318
22319	22413
22414	22440
22441	22508
22509	22560
22561	22587
22588	22765
22766	22948
22949	23045
23046	23279
23280	23340
23341	23684
23685	23927
