0	926
927	1301
1302	1400
1401	1729
1730	1870
1871	1937
1938	1992
1993	2704
2705	2728
2729	2759
2760	3342
3343	3750
3751	3774
3775	3804
3805	3834
3835	3864
3865	3883
3884	3999
4000	4347
4348	4497
4498	4878
4879	4967
4968	5013
5014	5354
5355	5527
5528	6003
6004	6525
6526	6771
6772	7072
7073	7857
7858	8294
8295	8593
8594	8828
8829	9062
9063	9274
9275	9480
9481	9909
9910	10205
10206	10570
10571	11269
11270	11347
11348	11503
11504	11658
11659	11736
11737	11813
11814	11963
11964	12167
12168	12415
12416	12735
12736	12760
12761	12775
12776	12919
12920	12952
12953	12960
12961	13002
13003	13056
13057	13168
13169	13501
13502	13823
13824	14080
14081	14152
14153	14434
14435	14717
14718	14935
14936	14965
14966	14995
14996	15025
15026	15055
15056	15085
15086	15112
15113	15344
15345	15364
15365	15384
15385	15404
15405	15424
15425	15444
15445	15464
15465	15484
15485	15504
15505	15524
15525	15544
15545	15643
15644	16043
16044	16401
16402	16760
16761	16842
16843	16883
16884	16904
16905	16924
16925	16945
16946	16965
16966	16986
16987	17006
17007	17027
17028	17047
17048	17068
17069	17088
17089	17109
17110	17129
17130	17150
17151	17170
17171	17191
17192	17211
17212	17232
17233	17252
17253	17273
17274	17293
17294	17314
17315	17334
17335	17519
17520	17584
17585	17821
17822	18010
18011	18135
18136	18966
18967	19247
19248	19675
19676	19952
19953	20128
20129	20385
20386	20585
20586	20876
20877	21022
21023	21041
21042	21062
21063	21082
21083	21103
21104	21123
21124	21144
21145	21164
21165	21185
21186	21205
21206	21226
21227	21246
21247	21267
21268	21287
21288	21720
21721	21932
21933	21981
21982	22066
22067	22295
22296	24527
24528	24589
24590	24650
24651	24698
24699	25147
